"Value", "Tolerance", "Tempco", "Manufacturer", "Manufacturer P/N", "Supplier1", "Supplier Part Number 1", "ComponentLink1Description", "ComponentLink1URL", "Library Ref", "Library Path", "Footprint Ref", "Footprint Path", "Description"
"2.15K", "1%", "100ppm/C", "Vishay", "CRCW08052K15FKEA", "Digi-Key", "541-2.15KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.15K ohm" 
"2.21K", "1%", "100ppm/C", "Vishay", "CRCW08052K21FKEA", "Digi-Key", "541-2.21KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.21K ohm" 
"2.26K", "1%", "100ppm/C", "Vishay", "CRCW08052K26FKEA", "Digi-Key", "541-2.26KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.26K ohm" 
"2.32K", "1%", "100ppm/C", "Vishay", "CRCW08052K32FKEA", "Digi-Key", "541-2.32KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.32K ohm" 
"2.37K", "1%", "100ppm/C", "Vishay", "CRCW08052K37FKEA", "Digi-Key", "541-2.37KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.37K ohm" 
"2.43K", "1%", "100ppm/C", "Vishay", "CRCW08052K43FKEA", "Digi-Key", "541-2.43KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.43K ohm" 
"2.49K", "1%", "100ppm/C", "Vishay", "CRCW08052K49FKEA", "Digi-Key", "541-2.49KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.49K ohm" 
"2.55K", "1%", "100ppm/C", "Vishay", "CRCW08052K55FKEA", "Digi-Key", "541-2.55KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.55K ohm" 
"2.61K", "1%", "100ppm/C", "Vishay", "CRCW08052K61FKEA", "Digi-Key", "541-2.61KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.61K ohm" 
"2.67K", "1%", "100ppm/C", "Vishay", "CRCW08052K67FKEA", "Digi-Key", "541-2.67KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.67K ohm" 
"2.74K", "1%", "100ppm/C", "Vishay", "CRCW08052K74FKEA", "Digi-Key", "541-2.74KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.74K ohm" 
"2.80K", "1%", "100ppm/C", "Vishay", "CRCW08052K80FKEA", "Digi-Key", "541-2.80KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.80K ohm" 
"2.87K", "1%", "100ppm/C", "Vishay", "CRCW08052K87FKEA", "Digi-Key", "541-2.87KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.87K ohm" 
"2.94K", "1%", "100ppm/C", "Vishay", "CRCW08052K94FKEA", "Digi-Key", "541-2.94KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 2.94K ohm" 
"3.01K", "1%", "100ppm/C", "Vishay", "CRCW08053K01FKEA", "Digi-Key", "541-3.01KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.01K ohm" 
"3.09K", "1%", "100ppm/C", "Vishay", "CRCW08053K09FKEA", "Digi-Key", "541-3.09KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.09K ohm" 
"3.16K", "1%", "100ppm/C", "Vishay", "CRCW08053K16FKEA", "Digi-Key", "541-3.16KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.16K ohm" 
"3.24K", "1%", "100ppm/C", "Vishay", "CRCW08053K24FKEA", "Digi-Key", "541-3.24KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.24K ohm" 
"3.32K", "1%", "100ppm/C", "Vishay", "CRCW08053K32FKEA", "Digi-Key", "541-3.32KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.32K ohm" 
"3.40K", "1%", "100ppm/C", "Vishay", "CRCW08053K40FKEA", "Digi-Key", "541-3.40KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.40K ohm" 
"3.48K", "1%", "100ppm/C", "Vishay", "CRCW08053K48FKEA", "Digi-Key", "541-3.48KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.48K ohm" 
"3.57K", "1%", "100ppm/C", "Vishay", "CRCW08053K57FKEA", "Digi-Key", "541-3.57KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.57K ohm" 
"3.65K", "1%", "100ppm/C", "Vishay", "CRCW08053K65FKEA", "Digi-Key", "541-3.65KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.65K ohm" 
"3.74K", "1%", "100ppm/C", "Vishay", "CRCW08053K74FKEA", "Digi-Key", "541-3.74KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.74K ohm" 
"3.83K", "1%", "100ppm/C", "Vishay", "CRCW08053K83FKEA", "Digi-Key", "541-3.83KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.83K ohm" 
"3.92K", "1%", "100ppm/C", "Vishay", "CRCW08053K92FKEA", "Digi-Key", "541-3.92KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 3.92K ohm" 
"4.02K", "1%", "100ppm/C", "Vishay", "CRCW08054K02FKEA", "Digi-Key", "541-4.02KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.02K ohm" 
"4.12K", "1%", "100ppm/C", "Vishay", "CRCW08054K12FKEA", "Digi-Key", "541-4.12KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.12K ohm" 
"4.22K", "1%", "100ppm/C", "Vishay", "CRCW08054K22FKEA", "Digi-Key", "541-4.22KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.22K ohm" 
"4.32K", "1%", "100ppm/C", "Vishay", "CRCW08054K32FKEA", "Digi-Key", "541-4.32KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.32K ohm" 
"4.42K", "1%", "100ppm/C", "Vishay", "CRCW08054K42FKEA", "Digi-Key", "541-4.42KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.42K ohm" 
"4.53K", "1%", "100ppm/C", "Vishay", "CRCW08054K53FKEA", "Digi-Key", "541-4.53KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.53K ohm" 
"4.64K", "1%", "100ppm/C", "Vishay", "CRCW08054K64FKEA", "Digi-Key", "541-4.64KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.64K ohm" 
"4.75K", "1%", "100ppm/C", "Vishay", "CRCW08054K75FKEA", "Digi-Key", "541-4.75KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.75K ohm" 
"4.87K", "1%", "100ppm/C", "Vishay", "CRCW08054K87FKEA", "Digi-Key", "541-4.87KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.87K ohm" 
"4.99K", "1%", "100ppm/C", "Vishay", "CRCW08054K99FKEA", "Digi-Key", "541-4.99KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 4.99K ohm" 
"5.11K", "1%", "100ppm/C", "Vishay", "CRCW08055K11FKEA", "Digi-Key", "541-5.11KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.11K ohm" 
"5.23K", "1%", "100ppm/C", "Vishay", "CRCW08055K23FKEA", "Digi-Key", "541-5.23KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.23K ohm" 
"5.36K", "1%", "100ppm/C", "Vishay", "CRCW08055K36FKEA", "Digi-Key", "541-5.36KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.36K ohm" 
"5.49K", "1%", "100ppm/C", "Vishay", "CRCW08055K49FKEA", "Digi-Key", "541-5.49KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.49K ohm" 
"5.62K", "1%", "100ppm/C", "Vishay", "CRCW08055K62FKEA", "Digi-Key", "541-5.62KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.62K ohm" 
"5.76K", "1%", "100ppm/C", "Vishay", "CRCW08055K76FKEA", "Digi-Key", "541-5.76KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.76K ohm" 
"5.90K", "1%", "100ppm/C", "Vishay", "CRCW08055K90FKEA", "Digi-Key", "541-5.90KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 5.90K ohm" 
"6.04K", "1%", "100ppm/C", "Vishay", "CRCW08056K04FKEA", "Digi-Key", "541-6.04KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.04K ohm" 
"6.19K", "1%", "100ppm/C", "Vishay", "CRCW08056K19FKEA", "Digi-Key", "541-6.19KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.19K ohm" 
"6.34K", "1%", "100ppm/C", "Vishay", "CRCW08056K34FKEA", "Digi-Key", "541-6.34KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.34K ohm" 
"6.49K", "1%", "100ppm/C", "Vishay", "CRCW08056K49FKEA", "Digi-Key", "541-6.49KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.49K ohm" 
"6.65K", "1%", "100ppm/C", "Vishay", "CRCW08056K65FKEA", "Digi-Key", "541-6.65KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.65K ohm" 
"6.81K", "1%", "100ppm/C", "Vishay", "CRCW08056K81FKEA", "Digi-Key", "541-6.81KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.81K ohm" 
"6.98K", "1%", "100ppm/C", "Vishay", "CRCW08056K98FKEA", "Digi-Key", "541-6.98KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 6.98K ohm" 
"7.15K", "1%", "100ppm/C", "Vishay", "CRCW08057K15FKEA", "Digi-Key", "541-7.15KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 7.15K ohm" 
"7.32K", "1%", "100ppm/C", "Vishay", "CRCW08057K32FKEA", "Digi-Key", "541-7.32KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 7.32K ohm" 
"7.50K", "1%", "100ppm/C", "Vishay", "CRCW08057K50FKEA", "Digi-Key", "541-7.50KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 7.50K ohm" 
"7.68K", "1%", "100ppm/C", "Vishay", "CRCW08057K68FKEA", "Digi-Key", "541-7.68KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 7.68K ohm" 
"7.87K", "1%", "100ppm/C", "Vishay", "CRCW08057K87FKEA", "Digi-Key", "541-7.87KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 7.87K ohm" 
"8.06K", "1%", "100ppm/C", "Vishay", "CRCW08058K06FKEA", "Digi-Key", "541-8.06KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 8.06K ohm" 
"8.25K", "1%", "100ppm/C", "Vishay", "CRCW08058K25FKEA", "Digi-Key", "541-8.25KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 8.25K ohm" 
"8.45K", "1%", "100ppm/C", "Vishay", "CRCW08058K45FKEA", "Digi-Key", "541-8.45KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 8.45K ohm" 
"8.66K", "1%", "100ppm/C", "Vishay", "CRCW08058K66FKEA", "Digi-Key", "541-8.66KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 8.66K ohm" 
"8.87K", "1%", "100ppm/C", "Vishay", "CRCW08058K87FKEA", "Digi-Key", "541-8.87KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 8.87K ohm" 
"9.09K", "1%", "100ppm/C", "Vishay", "CRCW08059K09FKEA", "Digi-Key", "541-9.09KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 9.09K ohm" 
"9.31K", "1%", "100ppm/C", "Vishay", "CRCW08059K31FKEA", "Digi-Key", "541-9.31KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 9.31K ohm" 
"9.53K", "1%", "100ppm/C", "Vishay", "CRCW08059K53FKEA", "Digi-Key", "541-9.53KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 9.53K ohm" 
"9.76K", "1%", "100ppm/C", "Vishay", "CRCW08059K76FKEA", "Digi-Key", "541-9.76KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 9.76K ohm" 
"10.0K", "1%", "100ppm/C", "Vishay", "CRCW080510K0FKEA", "Digi-Key", "541-10.0KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 10.0K ohm" 
"10.2K", "1%", "100ppm/C", "Vishay", "CRCW080510K2FKEA", "Digi-Key", "541-10.2KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 10.2K ohm" 
"10.5K", "1%", "100ppm/C", "Vishay", "CRCW080510K5FKEA", "Digi-Key", "541-10.5KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 10.5K ohm" 
"10.7K", "1%", "100ppm/C", "Vishay", "CRCW080510K7FKEA", "Digi-Key", "541-10.7KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 10.7K ohm" 
"11.0K", "1%", "100ppm/C", "Vishay", "CRCW080511K0FKEA", "Digi-Key", "541-11.0KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 11.0K ohm" 
"11.3K", "1%", "100ppm/C", "Vishay", "CRCW080511K3FKEA", "Digi-Key", "541-11.3KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 11.3K ohm" 
"11.5K", "1%", "100ppm/C", "Vishay", "CRCW080511K5FKEA", "Digi-Key", "541-11.5KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 11.5K ohm" 
"11.8K", "1%", "100ppm/C", "Vishay", "CRCW080511K8FKEA", "Digi-Key", "541-11.8KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 11.8K ohm" 
"12.1K", "1%", "100ppm/C", "Vishay", "CRCW080512K1FKEA", "Digi-Key", "541-12.1KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 12.1K ohm" 
"12.4K", "1%", "100ppm/C", "Vishay", "CRCW080512K4FKEA", "Digi-Key", "541-12.4KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 12.4K ohm" 
"12.7K", "1%", "100ppm/C", "Vishay", "CRCW080512K7FKEA", "Digi-Key", "541-12.7KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 12.7K ohm" 
"13.0K", "1%", "100ppm/C", "Vishay", "CRCW080513K0FKEA", "Digi-Key", "541-13.0KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 13.0K ohm" 
"13.3K", "1%", "100ppm/C", "Vishay", "CRCW080513K3FKEA", "Digi-Key", "541-13.3KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 13.3K ohm" 
"13.7K", "1%", "100ppm/C", "Vishay", "CRCW080513K7FKEA", "Digi-Key", "541-13.7KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 13.7K ohm" 
"14.0K", "1%", "100ppm/C", "Vishay", "CRCW080514K0FKEA", "Digi-Key", "541-14.0KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 14.0K ohm" 
"14.3K", "1%", "100ppm/C", "Vishay", "CRCW080514K3FKEA", "Digi-Key", "541-14.3KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 14.3K ohm" 
"14.7K", "1%", "100ppm/C", "Vishay", "CRCW080514K7FKEA", "Digi-Key", "541-14.7KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 14.7K ohm" 
"15.0K", "1%", "100ppm/C", "Vishay", "CRCW080515K0FKEA", "Digi-Key", "541-15.0KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 15.0K ohm" 
"15.4K", "1%", "100ppm/C", "Vishay", "CRCW080515K4FKEA", "Digi-Key", "541-15.4KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 15.4K ohm" 
"15.8K", "1%", "100ppm/C", "Vishay", "CRCW080515K8FKEA", "Digi-Key", "541-15.8KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 15.8K ohm" 
"16.2K", "1%", "100ppm/C", "Vishay", "CRCW080516K2FKEA", "Digi-Key", "541-16.2KCCT-ND", "Datasheet", "http://www.vishay.com/docs/20035/dcrcwe3.pdf", "Res1", ".\MF_MiscLib.schlib", "RES0805", ".\MF_MiscLib.PcbLib", "Resistor SMT 0805 16.2K ohm" 
